Metrica,Portafolio_Normal,SPY_Benchmark
Retorno_Total,0.6185848190998544,0.43837858908812033
Retorno_Anualizado,0.27781788623243653,0.20329417927332583
Volatilidad_Anualizada,0.24658964990642745,0.1647432624911827
Sharpe_Ratio,0.9441510879340765,0.9608537361690161
Sortino_Ratio,1.2748956967035776,1.2266049922464248
Max_Drawdown,-0.24989774532067074,-0.189989068898569
Calmar_Ratio,1.1117262617793469,1.070030925736365
