ticker,posicion
LQD,10.10422669052457
TIP,10.346148272364033
BND,15.163238060561927
IEF,11.564673076700567
AGG,11.242716699286854
AVGO,10.231762995720981
CDNS,4.224250876970542
URI,1.9583063931503357
EPAM,3.8134590878221117
