Metrica,Portafolio_Especulativo,SPY_Benchmark
Retorno_Total,0.5015641019666509,0.43837858908812033
Retorno_Anualizado,0.22992005414960048,0.20329417927332583
Volatilidad_Anualizada,0.21958641710252957,0.1647432624911827
Sharpe_Ratio,0.8421288374283068,0.9608537361690161
Sortino_Ratio,1.1651891724840089,1.2266049922464248
Max_Drawdown,-0.262228985901101,-0.189989068898569
Calmar_Ratio,0.8767911501450654,1.070030925736365
