Metrica,Portafolio_Conservador,SPY_Benchmark
Retorno_Total,0.27638892488933015,0.43837858908812033
Retorno_Anualizado,0.1322830228499472,0.20329417927332583
Volatilidad_Anualizada,0.1689902064797857,0.1647432624911827
Sharpe_Ratio,0.5164975217684454,0.9608537361690161
Sortino_Ratio,0.7216633386720576,1.2266049922464248
Max_Drawdown,-0.17970143092053145,-0.189989068898569
Calmar_Ratio,0.7361267084648097,1.070030925736365
