ticker,posicion
AMD,7.212440467599942
NVDA,20.74942910525223
AVGO,9.208586696148885
CDNS,3.8018257892734884
ALL,6.9501425491968565
HON,5.07566524476945
URI,1.7624757538353024
EPAM,3.432113179039901
LQD,9.093804021472113
TIP,9.311533445127631
