ticker,posicion
ALL,6.9501425491968565
HON,5.07566524476945
IVV,2.1046979300469584
VOO,2.302942328517776
ECL,5.042885973763875
VTI,4.241819802232313
PAYX,8.479681004496479
URI,1.7624757538353024
EPAM,3.432113179039901
AMD,7.212440467599942
