Perfil,Retorno Portafolio,Retorno SPY,Alpha,Sharpe Ratio,Max Drawdown
Conservador,0.7599767511295802,0.4383785890881203,0.3215981620414599,1.3457289186908434,-0.2276453583511271
Moderado,0.6322563136641877,0.4383785890881203,0.1938777245760674,0.9632892684690374,-0.2402397773993509
Agresivo,0.748461794837578,0.4383785890881203,0.31008320574945775,0.985336954814376,-0.3093349611352902
Especulativo,0.5875598922641188,0.4383785890881203,0.14918130317599848,0.880827711909729,-0.2804242751514585
Normal,0.8932428878891151,0.4383785890881203,0.4548642988009948,1.4163084582590746,-0.2365733867414731
