Metrica,Portafolio_Moderado,SPY_Benchmark
Retorno_Total,0.13016482024097095,0.43837858908812033
Retorno_Anualizado,0.06427533999536816,0.20329417927332583
Volatilidad_Anualizada,0.13253060056605467,0.1647432624911827
Sharpe_Ratio,0.1454406749312294,0.9608537361690161
Sortino_Ratio,0.20565002194526952,1.2266049922464248
Max_Drawdown,-0.1731301628947096,-0.189989068898569
Calmar_Ratio,0.3712544303123985,1.070030925736365
