Metrica,Portafolio_Agresivo,SPY_Benchmark
Retorno_Total,0.27194165941335197,0.43837858908812033
Retorno_Anualizado,0.1302728552405008,0.20329417927332583
Volatilidad_Anualizada,0.17182621851339333,0.1647432624911827
Sharpe_Ratio,0.49627382816350607,0.9608537361690161
Sortino_Ratio,0.7004372630702548,1.2266049922464248
Max_Drawdown,-0.2153997044662516,-0.189989068898569
Calmar_Ratio,0.6047958866206881,1.070030925736365
