ticker,posicion
ALL,6.9501425491968565
HON,5.07566524476945
IVV,2.1046979300469584
VOO,2.302942328517776
URI,1.7624757538353024
EPAM,3.432113179039901
PAYC,4.88514173998045
LQD,9.093804021472113
TIP,9.311533445127631
BND,13.646914254505736
