ticker,return_annualized,volatility_annual,sharpe_ratio,sortino_ratio,max_drawdown,var_95,cvar_95,beta,skewness,kurtosis,cluster_kmeans,cluster_agglomerative,cluster_hierarchical,is_outlier_dbscan
AMZN,-0.0158025379674606,0.373949464333672,0.0105267988755915,0.0105185670701057,-0.5614514659377178,-0.0343587535316828,-0.0532137204867331,1.499555290742455,0.0912188818628521,4.747564699658028,2,0,0,False
AON,0.1255310699652134,0.2360609806808492,0.4068680458991541,0.3995823631443924,-0.2551182518509637,-0.0216371066812631,-0.0338181726635492,0.785201050566101,-0.1246416933422032,4.895350372702882,3,1,3,False
APA,0.346750284553138,0.5245886076539841,0.733709311509104,0.7631602735658652,-0.402996691963417,-0.0499774005071105,-0.0688496289338288,1.2336622617981927,0.0534243197458317,1.0681412635250678,1,2,1,False
APD,0.0069550852036792,0.2484790966644688,-0.0479991136691971,-0.0451788611787604,-0.3054698189454926,-0.0234457240841615,-0.0372545998588885,0.7858038071705624,-0.8777336913370263,7.851686746766159,3,1,3,False
APH,0.1565341585456776,0.2347702447456814,0.5232389552807998,0.5263823969928991,-0.2892881510120536,-0.0224870152096913,-0.0324709855815424,1.096542641020232,0.060738318371972,1.4686953416499429,1,2,1,False
ARE,-0.0950992279544173,0.2871318500744184,-0.3786367440538217,-0.3732907510384539,-0.5900165496265152,-0.0282356685599029,-0.0410757300437376,0.9494729991321756,0.2465635756538558,5.017696921098029,0,0,0,False
ARKK,-0.2524528745020457,0.5106985225401659,-0.412639560994255,-0.4274413551409856,-0.8107037935879423,-0.055392724104723,-0.0653282845005067,2.059430412229041,0.26319433046008,0.859968617315674,-1,-1,-1,True
ATO,0.0726547782613524,0.2070246738542908,0.2003166025003283,0.1950142668891779,-0.2003423261879533,-0.0212024175764911,-0.029309260670061,0.4746966051208517,0.093940282189269,2.824014987304237,3,1,3,False
AVB,0.0641964106032333,0.23110321874799,0.1678047990459309,0.1698771606806184,-0.4034306512816542,-0.0237852833034661,-0.0296819618696196,0.749851751206883,0.2456048235140319,1.4517337145280167,3,1,3,False
AVGO,0.3822777365845797,0.3287897412759569,0.9953018924866012,1.0796799861466568,-0.3666024024914727,-0.0304539377879093,-0.041118406047718,1.3522742223200783,0.4898981960035448,2.1894144042065524,1,2,1,False
AVY,0.1006155236400414,0.2713884408029161,0.304356074700737,0.3037644664190459,-0.3257245898755332,-0.0270864998102199,-0.0378702051409692,1.006191752295933,-0.0321613243853164,1.9373395067018333,3,1,3,False
AWK,-0.0425069942454797,0.2329072100173566,-0.2846325453915925,-0.2775779751312354,-0.3884358784284655,-0.0254282561376353,-0.0321129482013216,0.6850049657998731,-0.010132296541192,1.294933320543922,0,3,2,False
AXP,0.1675663518660208,0.3013957772950852,0.4982580479229263,0.5090566606314313,-0.3199415263635447,-0.0279890347188463,-0.040773456903821,1.1366124349077205,0.0493478390016385,2.957171222819376,1,2,1,False
AZO,0.3008129592930615,0.2489367184294153,0.9800583008824708,0.9577034125033296,-0.2139944898692564,-0.0238110757838378,-0.03527021681108,0.6201063522973086,-0.4468596623764219,3.809324640038468,1,2,1,False
BA,0.0879731353975918,0.3736535448357288,0.27827725741139,0.2859740689087403,-0.569597681934693,-0.0393684906387355,-0.0528652566973039,1.208059287416242,0.0335291645076065,1.953299822138548,2,0,0,False
BALL,-0.1386505671298369,0.329520701224852,-0.4382505731633058,-0.4389353459361781,-0.5621229164536251,-0.0302079036084378,-0.0444108801996406,0.8422318231022305,-0.3267588740804222,12.061159879009775,0,0,0,False
BBWI,0.1055514011254659,0.4904713137535915,0.3442329334696301,0.3734328460196982,-0.668750797499043,-0.0456490550677443,-0.0623795282076756,1.414549410766148,0.7660664725653512,5.902803966057901,2,0,0,False
BBY,-0.0803585423013915,0.3604302681970089,-0.1904424158410411,-0.1866926654995946,-0.5445652173913044,-0.0353501556632629,-0.0514106193266257,1.1427707286542803,-0.063788417646792,3.9025019748795935,2,0,0,False
BDX,-0.0007965520412862,0.2080597331154544,-0.1398993753449551,-0.1382033351753303,-0.207428654418706,-0.0220865120310153,-0.0298549589460885,0.4702264789363313,-0.3269767428063937,4.485130551313077,3,3,2,False
BEN,0.0701170359330116,0.3429754622967836,0.2216355393098956,0.2376578506928691,-0.4397558386411889,-0.0325171045777999,-0.0435278699008445,1.3239375816803292,0.5757177354549663,3.240696146758072,2,0,0,False
BIIB,0.0213837551397513,0.4268788569234601,0.1215269298913009,0.1824817424542984,-0.5477803766487425,-0.0282882045837218,-0.0415826308328149,0.7718359954989152,8.132416926125302,117.75523296438163,-1,-1,-1,True
BIO,-0.1760922189226182,0.3447694628284498,-0.5317253731111999,-0.4987678023438496,-0.6737953667486104,-0.0325282658091608,-0.0531134658645953,0.9753186510813208,-0.7220888533204491,5.761076007896149,2,0,0,False
