ticker,return_annualized,volatility_annual,sharpe_ratio,sortino_ratio,max_drawdown,var_95,cvar_95,beta,skewness,kurtosis,cluster_kmeans,cluster_agglomerative,cluster_hierarchical,is_outlier_dbscan
BK,0.0772804124527601,0.2728901357987791,0.22603402653884,0.2199646247261618,-0.4142318567389255,-0.026215149212916,-0.0396806424315203,0.9421555504916392,-0.2402934456088932,2.230746058266116,3,1,3,False
BKNG,0.180270874119419,0.3434955034487916,0.5084748537787162,0.5119376688304058,-0.3953189852252466,-0.0345255158817114,-0.0493585968747625,1.1882116688437534,-0.1004462028717936,1.6030291416768168,1,2,1,False
BKR,0.1771072119117023,0.3739483838580592,0.4888063867927653,0.4817863309688489,-0.471849173553719,-0.0391498241353027,-0.0502527019121355,0.7811112294321676,0.0018953734785647,0.575705965649218,1,2,1,False
BLK,0.0455600857647793,0.280951197377936,0.1199096368509782,0.1241083594169941,-0.4533139816158684,-0.0266694764406705,-0.0362314491433567,1.2786706804636203,0.5922742851184977,5.150242878124979,3,0,0,False
BMY,-0.0583325002138463,0.1933564814592406,-0.4722310797649995,-0.4633198183883738,-0.4024405275483791,-0.0185348332465337,-0.0290076008388192,0.3202491714259581,-0.3656705820464738,2.875876578604597,0,3,2,False
BND,-0.0586382170092617,0.0663388191300906,-1.6305794381430658,-1.6225782549422687,-0.2274327239695695,-0.0067395579220079,-0.0090836005831766,0.0805165065854364,0.175729780590005,1.314100441349717,0,3,2,False
BR,0.1080876103315655,0.2380067385473653,0.3396831761244323,0.3404591249580296,-0.2789462272333043,-0.0244347388623262,-0.0340531291501774,0.9173110791007886,0.0328367631132002,3.22901896142966,3,1,3,False
BRO,0.1543682276665527,0.2495172268146129,0.5006099697714628,0.4539540993127446,-0.2741144414168938,-0.0232895660932175,-0.0374426708955258,0.9010649048837772,-1.040152433705796,6.829228125225342,3,1,3,False
BSX,0.180255102128664,0.2360320522301262,0.6077808414957215,0.6121354158943142,-0.2518046709129511,-0.0226561462046427,-0.0328117912940968,0.7462060942055073,-0.0193834814969185,1.7612138224846947,1,2,1,False
BWA,0.023204892790243,0.3426551120721832,0.0933893898428631,0.0891444568531727,-0.4232616412612236,-0.0341906374299567,-0.050586807206284,1.0371693208731467,-0.4723385331153406,2.639361901134518,2,1,3,False
C,-0.0510595335337503,0.2849469304113149,-0.2179104393886653,-0.2292854426421686,-0.5211620335587277,-0.027402534638381,-0.0365976851024036,0.9800839397599792,0.6746515667776991,5.01363461048734,0,1,3,False
CAG,-0.07353909853467,0.213650268447217,-0.4836037637980634,-0.4515043847389777,-0.365234375,-0.0197290833809252,-0.0322058716743014,0.286150983232029,-0.825256891951965,5.421903376740568,0,3,2,False
CAH,0.2411689233405578,0.2512126666801939,0.7873723135203435,0.7552072946145328,-0.2656099903938521,-0.0218987374076879,-0.0347124017947572,0.5095259739292939,-0.9225076544492448,10.233146671476316,1,2,1,False
CARR,0.1587049358239383,0.3037162392956286,0.4718811123258865,0.4709617381122022,-0.4159807956104252,-0.0308876225210849,-0.0426079641105365,1.11590352363914,-0.0766409080619629,1.1535620462445275,1,2,1,False
CAT,0.1764153810040389,0.2942320250962487,0.5283972668363227,0.5499526787795397,-0.3364108010948159,-0.0268909842190579,-0.0403339762171785,0.8622578169614054,0.2639196337822408,2.4614699470552144,1,2,1,False
CB,0.1480724415296559,0.2239011320484701,0.5048635007766474,0.4995412854863066,-0.1998615377958549,-0.0221844820233609,-0.0305159014787199,0.6368921616531182,-0.0505384270868362,1.4476561086104325,3,1,3,False
CBOE,0.2463246986342679,0.2355581922419015,0.8395638365184281,0.8617432743651201,-0.2238098763604056,-0.0217527188627278,-0.0312552542479392,0.4933700744852453,0.1087768041961424,2.0087855685046923,1,2,1,False
CBRE,0.1619755209023825,0.3009084784563598,0.4821916782723797,0.5028381904017731,-0.4038077969174977,-0.0295528124389976,-0.0402923729897243,1.1863471510531114,0.2692346045277158,2.0568853026428298,1,2,1,False
CCI,-0.0947650022299613,0.2651238018807823,-0.4312749856218902,-0.4233998988899244,-0.5885311871227364,-0.0266482460254086,-0.0376047690451331,0.7697515652157843,0.0414387699650735,1.9340447989859773,0,0,0,False
CCL,-0.0312383367643268,0.6078355882084008,0.1711776138429794,0.1788182955518067,-0.7962312360268285,-0.0569653194594149,-0.0824997188383538,1.917210577737923,-0.1363104765564955,2.609461973359205,2,0,0,False
CDNS,0.2630501107760348,0.3424539221817296,0.7062068761338622,0.7323067162406911,-0.295851813201148,-0.0360535175985667,-0.0465939778746443,1.369226960103531,0.1620768430289849,1.557995257353984,1,2,1,False
CDW,0.2151138296993917,0.2673524273107064,0.6756853084661941,0.6666411019992906,-0.2668524479892374,-0.0248809437604785,-0.0376931678269714,1.0958981192394588,-0.4983981912956158,6.109860675158098,1,2,1,False
CE,0.0730035586327524,0.334546499544534,0.2273548226312977,0.2303891424122943,-0.4945921067771258,-0.0317313756179057,-0.044597063484848,1.206022072954919,0.3485873031250136,3.0100561686299616,2,0,0,False
CF,0.2749876381354501,0.40042242788895,0.6814013994738668,0.7105287941781675,-0.4910012674271229,-0.0383563808639855,-0.0516463133421515,0.664575642255925,0.0262230644494388,0.7447084790716567,1,2,1,False
CFG,-0.0229931320205958,0.3674351210194065,-0.0156902327045535,-0.0159589960624795,-0.5941437444543035,-0.036645000324023,-0.0496210695334204,1.202604999499513,-0.0070058089319486,1.0779726916142065,2,0,0,False
CHD,0.0299324964907894,0.2054238134905845,0.0034208538682574,0.0031753531661999,-0.321435425062368,-0.01895713673276,-0.0317120542087761,0.3167406261087565,-0.8360140084674977,5.660191398914627,3,3,2,False
CHRW,-0.0221983028930491,0.2773211550729165,-0.1220567830663565,-0.116998171863936,-0.3394395650355499,-0.026202515693178,-0.0392378786149287,0.7196220982487616,-0.2920888881788357,5.586113372305022,3,1,3,False
CI,0.1341908592834739,0.2772946637269585,0.4114155825021634,0.4038023568057045,-0.2848806366047746,-0.0250915094820186,-0.040169056104448,0.5731164525141487,0.4869632336879897,13.883993062759252,3,1,3,False
CINF,0.0702540974135641,0.2812501032880558,0.2045237181649375,0.2060319270004409,-0.3658761061946903,-0.0242294945984545,-0.0363343281988907,0.8467144396100472,-0.2719742769617307,8.091660584638566,3,1,3,False
CL,-0.0187198511662849,0.1728893407668043,-0.3116854003522342,-0.2853190376935748,-0.1975626904148113,-0.0175740823326105,-0.0263357010521132,0.3504907660864413,-0.5821445313873296,2.3371270598543687,0,3,2,False
CLX,-0.1079360491725635,0.2721895398797729,-0.4654535275771812,-0.4367630797492602,-0.4806913313529571,-0.0246406516995089,-0.0412177384347406,0.3060863160840452,-0.7534658408958519,10.848931211081432,0,3,2,False
CMA,0.001869935858388,0.4564690340964766,0.1285227280466262,0.1254746443561646,-0.6917226392730147,-0.0369068388234622,-0.0638178483978541,1.3050068434070712,-0.9882272753768434,13.931822763099156,2,0,0,False
CME,0.0554485525169439,0.2176404056294846,0.1264116803154407,0.1314688545880472,-0.3313128090604562,-0.021841713185414,-0.0296873843855611,0.515442491055995,0.316420642833772,2.634685915594176,3,1,3,False
CMG,0.2027285922314641,0.3200661837983783,0.5782224381826737,0.6146743487021046,-0.3806584362139918,-0.029777199138398,-0.0425136352670732,1.1146464615273908,0.9447312887110574,9.01243614220144,1,2,1,False
CMI,0.0268542035365628,0.2549394620227193,0.0350385002740375,0.0351480201098624,-0.3264611036631762,-0.0262997744202421,-0.0344730339873923,0.8417520847824053,0.0242448733770875,1.4795385567777397,3,1,3,False
CMS,-0.0087403796453381,0.2051973556764413,-0.1837349036194759,-0.1746490017894728,-0.3125339858618814,-0.0204066202927853,-0.0301015117995104,0.4142982787711106,-0.2146963909928146,1.0942691357990113,3,3,2,False
CNC,0.0616310014221046,0.2990909563182355,0.181411608072307,0.1886686157281366,-0.369779880682987,-0.0279527172821641,-0.0409700492038968,0.5568437416459193,0.3597340994749454,3.863379217784735,3,1,3,False
CNP,0.1028092952506398,0.216242494971069,0.3292995504626388,0.3191954079895657,-0.2280966767371601,-0.0218966250786853,-0.031372750857897,0.5880141985500628,-0.3207248483671084,1.3544231436050589,3,1,3,False
COF,0.1031812638441485,0.357289683296951,0.3128772682553556,0.3164133137290718,-0.5182017667248073,-0.0357085429627098,-0.0486867525704705,1.2897387074667357,0.1203050056648304,1.873285455564337,2,0,0,False
COST,0.2033048125967407,0.2389286559960984,0.6849984409204039,0.6597913119277464,-0.3151385576844009,-0.0221782808420885,-0.0331675155496914,0.8625213681241112,-0.593608190235457,8.537469983186867,1,2,1,False
CPB,-0.0380454703940164,0.2254102119564427,-0.280416369309715,-0.2733886915297767,-0.3386620330147697,-0.0202083522965173,-0.0324140002741518,0.1749632961271015,-0.6117203564195068,6.452973612851388,0,3,2,False
CPRT,0.1767667225990266,0.272060237007743,0.5498680345035971,0.5517673361840859,-0.3537842594920795,-0.0256441591911885,-0.0358948769639426,1.14553016991629,0.0889319485221705,1.9587076335145543,1,2,1,False
CPT,0.0103081218036766,0.2342813682362577,-0.0527291582973394,-0.0520347939881817,-0.5302775912245354,-0.0239229084734868,-0.0309555141387515,0.7228635855324435,0.0519471526922422,1.07471162983536,3,1,3,False
CRL,-0.018151010076723,0.3700839953280169,0.0013408802927544,0.0012946985466393,-0.6410211651756491,-0.0386625737849287,-0.053928090631797,1.1880774950310364,-0.3224024871278909,1.6848314800433122,2,0,0,False
CRM,0.0613948098165513,0.3616706003343636,0.2067748853336835,0.2100314403379728,-0.586172409343141,-0.0349985848959624,-0.0503903567858395,1.380906958865466,0.1389561880605332,3.436593820149285,2,0,0,False
CSCO,0.0477556814116841,0.2345839111350524,0.1043824230882056,0.0989544227136987,-0.3860225140712945,-0.0200331305701854,-0.0332381255611007,0.8230986794134773,-1.3051086575830235,12.91743491822194,3,1,3,False
CSX,0.0577036731228874,0.2387527359717288,0.1446619155872452,0.1460539561461773,-0.2986772486772486,-0.0230998689678905,-0.0334435844690448,0.8656285629447061,-0.0511788060920207,1.3806287665088974,3,1,3,False
CTAS,0.2073932489064356,0.2346527978272091,0.7067348423508079,0.6918544002222874,-0.2422999738242736,-0.0233600146372928,-0.0315801929162263,0.9913153796562528,0.0577562084908507,1.773824869831223,1,2,1,False
CTSH,-0.016702795394901,0.2716499975997569,-0.1082258714382052,-0.1010834708010516,-0.4420103092783505,-0.0251315963418644,-0.0414607095092593,1.0067858012495028,-1.205609457609226,11.071677301299829,3,1,3,False
CTVA,0.0775821283907924,0.2711530004576808,0.2265536570465691,0.2255607465768046,-0.3529936116476007,-0.0268734880551875,-0.0390882795835736,0.6980489711470729,-0.1044463865397047,2.12332214294106,3,1,3,False
CVS,0.041274549331459,0.2415876673846321,0.0818135903596023,0.0793092638032092,-0.4119823152576017,-0.0220577132586987,-0.0347349658934037,0.5626212695062701,-0.6380040161853278,5.556864419713918,3,1,3,False
CVX,0.2089645846153509,0.2742018952108793,0.6464975752124508,0.6284600607810527,-0.2494893170650913,-0.0263799159656931,-0.0391874479457552,0.6273185734173377,-0.1574501561554939,1.7751373502373586,1,2,1,False
CZR,-0.1324160368481121,0.5574233405179118,-0.0666688955541042,-0.068897091493474,-0.7300192484726755,-0.0538641650242659,-0.0739334507592247,2.093863223184705,0.2235906425487032,1.5912325735552826,2,0,0,False
D,-0.1407924249627643,0.2223148094471308,-0.795270509562075,-0.7482755841720896,-0.5527268612808327,-0.0238309826246823,-0.0329146798158637,0.448175605759851,-0.278709574058802,1.826048054626592,0,3,2,False
DAL,0.0128262328919006,0.3823004961337168,0.0937370800984771,0.0949160203163715,-0.4575024201355276,-0.037141808424949,-0.0513494337462479,1.2473282681200442,-0.0442636485025297,1.9474087989095588,2,0,0,False
DBC,0.1475978352509785,0.2123113811764251,0.5192535733569785,0.4660425607288822,-0.2780871274156568,-0.0220053574367841,-0.0322505770057181,0.2748800698428191,-0.7457177896253329,3.5087783245373934,3,1,3,False
DD,0.0305423248183804,0.289387357900053,0.0754895511115153,0.0768502722101003,-0.4205426356589147,-0.0276732314613648,-0.0403060440685857,1.0418960970234783,0.1129271475109108,2.923922524622171,3,1,3,False
DE,0.1441497355299921,0.3092372671273917,0.428672218326809,0.4209201278396598,-0.3405405405405405,-0.0305776211208017,-0.0434151689661854,0.8458513466191657,-0.314562437693716,5.056782314567485,1,2,1,False
DGX,0.0444270142131828,0.2176111781595306,0.0787318048092279,0.0749550243250656,-0.3028148661927055,-0.0223283402477577,-0.0313639135735145,0.4453886657647721,-0.223802391053928,2.433244808648648,3,1,3,False
DHI,0.3139177373699744,0.3543518073214664,0.8061164016151812,0.7985246266153354,-0.4476972184222526,-0.036874803201036,-0.0502218068162953,1.2473243521501212,-0.0566540352075208,1.2731264033347274,1,2,1,False
DHR,0.0538136541271065,0.2773631815913239,0.1469076337368611,0.1477611455775822,-0.3718396850714359,-0.0273323863819222,-0.0381454382269736,0.9507625741953708,0.1308178088308476,2.6288998481511103,3,1,3,False
DIA,0.0767280023919552,0.150143003034647,0.2340439381953603,0.2281472096283663,-0.2190175877347976,-0.0159535186483364,-0.0215729692735989,0.7962066721264164,-0.1754375790531199,1.3467331378642196,3,1,3,False
DLR,-0.0017632500941214,0.2975037336968356,-0.0258960521349087,-0.0260477669062958,-0.5109967772940578,-0.0309975547677871,-0.0406539161602754,0.8659244156318158,0.3066203984232545,2.875931120859924,2,1,3,False
DLTR,0.0999048245644869,0.3625662519842793,0.304283341436422,0.3132804007843026,-0.4046415441176471,-0.0261991870458688,-0.0514977666287601,0.7449951651444547,0.824614090008628,21.86295577634989,3,1,3,False
DOV,0.0768576802475102,0.2431119197386183,0.2201393042453545,0.2167099506244835,-0.3626722064290399,-0.0229488020288947,-0.034748680031648,0.984575845242028,-0.0306979683044757,2.02029420044143,3,1,3,False
DOW,0.0049409760388476,0.2733197089113809,-0.0285024555127594,-0.0288624467972327,-0.3880975884924552,-0.0253987678631056,-0.0371993401671655,0.8603163454529298,0.070858173233419,1.0477908551884003,3,1,3,False
DPZ,0.0281350599053857,0.3008191375205863,0.0751374601999733,0.0789976157859888,-0.4863820814062694,-0.0294834322585212,-0.0408413171945242,0.7193822033935001,0.6746983705329418,9.15249676708332,3,1,3,False
DRI,0.1230639514249902,0.2859548712443638,0.3739582603438183,0.3752446236344879,-0.3001689506288718,-0.0268817586861664,-0.0414476430369981,0.92448911869342,-0.217221495543881,3.1121608996746946,3,2,1,False
DTE,0.0278825670824951,0.197272819800539,-0.0155076411328811,-0.014707763827338,-0.3228867165037378,-0.0214236618792034,-0.0286145046856203,0.4774041837459768,-0.1752313696979296,1.1428427573370796,3,3,2,False
DUK,0.0266926480311118,0.1885688309351699,-0.0312295486242566,-0.0298375793477353,-0.2598111409512259,-0.0188341897544042,-0.0270269943456459,0.3934563294385931,-0.2384500989257325,0.9451373905654764,3,3,2,False
DVA,-0.0349987468626179,0.3666571581051972,-0.0402116556729664,-0.0350189125296243,-0.5109881895649574,-0.0287764523678136,-0.055427426167844,0.5290304877113334,-2.8785552014799496,32.445499828805374,-1,-1,-1,True
DVN,0.4138864194402585,0.4798676843863454,0.8569849185048384,0.8894749304447215,-0.4509226037929267,-0.0455470431726517,-0.06490477511672,1.0807645321982038,0.011170779815007,1.5962804404949913,1,2,1,False
DVY,0.0739475770968793,0.1663635062730044,0.2110570934827348,0.208619341997469,-0.2207507189344633,-0.0176821336183105,-0.0230362315862624,0.7254443586367959,-0.0550990906161441,0.9836939722918476,3,1,3,False
DXCM,0.1160803878903586,0.4478671095753768,0.3552558999491401,0.3656436837433537,-0.5824223068419113,-0.043978781983822,-0.0605400021447302,1.3145555438525385,0.5179468349555648,4.314657384598959,2,0,0,False
