ticker,return_total,return_annualized,return_mean_daily,volatility_annual,downside_dev_annual,max_drawdown,var_95,cvar_95,sharpe_ratio,sortino_ratio,calmar_ratio,beta,alpha_annual,r_squared,correlation_spy,skewness,kurtosis,positive_return_ratio,gain_loss_ratio,vol_of_vol,momentum_6m,segmento,segmento_nombre,pca_1,pca_2
A,2.31655534351145,0.0966425564819617,0.0005407118106602,0.2942506144006745,0.2335999276886421,-0.4523223371081569,-0.0282911534846083,-0.0436575447111247,0.2931493497883506,0.369261142928746,0.301243969416878,1.1695966444514327,0.0072552284418625,0.4759337035402912,0.6898794847944757,-1.0180215494005451,16.02526681200775,0.5259621258399512,0.970240568104186,0.0082848832790072,0.1651860543077439,0,Conservador,-0.022700562248079762,0.18463597366105397
AAL,-0.4414634146341464,-0.0563193645635723,0.0002626930827855,0.5031055464173922,0.3381318029131731,-0.8453907987001882,-0.0449750748345284,-0.0683127888940486,0.0321973330989908,0.0479063392511177,0.0783053907893637,1.4072916716001849,-0.0702360007473566,0.2414442533053089,0.4913697724782314,1.334782283645973,21.30194366653556,0.4950612406163571,1.0317155174539818,0.0160313920420156,-0.2408839779005525,2,Moderado,-3.0198766702976907,-3.1284199097258862
AAP,-0.0811502559470038,-0.0064910348108263,0.0002087545021766,0.3382214233381777,0.2855620226625922,-0.8005456574759208,-0.0277646206293074,-0.0486775424988577,0.0077054094409204,0.0091263345322036,0.065712847302646,0.877055561622895,-0.0566373897784678,0.2025634000832654,0.4500704390240103,-1.6556884500810822,34.8485016249466,0.5067196090409285,0.999866337815957,0.0102540192536069,-0.1398167723749119,2,Moderado,-0.20625307154240133,-2.157054170002913
AAPL,15.597413793103447,0.2413033271583557,0.0010176078530497,0.2831442753399613,0.2039214267160551,-0.4437799043062201,-0.0266090841975924,-0.0403885396734241,0.7290883021409643,1.0123368705927798,0.5778476593469124,1.125072891873808,0.1304405304597373,0.4756141213300603,0.6896478241320423,-0.0706782888637701,5.342494568907162,0.5204642638973732,1.0565865250426112,0.0071989537073282,0.0003637119401433,0,Conservador,-0.6896220241733355,2.353945761099829
ABBV,3.427714285714286,0.1442249432629196,0.0006777715949985,0.2673051375323153,0.2092689220942077,-0.4888401915428942,-0.0245578536884736,-0.0397774138958349,0.4519121594699022,0.5772402358208132,0.349395252056808,0.7387787640253857,0.0662522073589889,0.2237296790511557,0.4730007178125164,-0.5785000189519256,9.90174917596909,0.5363048166786485,0.9593786712034612,0.0070123749259285,0.1478409006740242,0,Conservador,0.3279528131560085,0.8159223653477736
ABT,3.855315394794882,0.1292811404271321,0.0005801544756996,0.2214234353975337,0.1648239269737093,-0.3624346104905981,-0.0207668806628165,-0.0322322019641765,0.4344568482717513,0.5836466200181039,0.4033801509144469,0.8301797314508701,0.0401217814923773,0.4234538375237602,0.650733307526025,-0.1579781905128881,6.992115426347784,0.5238240684178375,1.0017332577568503,0.0060408202064497,0.0265808617795186,0,Conservador,1.150512476653707,1.3282555189954173
ACN,6.272746113989638,0.1649431550993627,0.0007238425719697,0.2434400226248746,0.1842235548356724,-0.4074189976409417,-0.0232120769774312,-0.036735607295668,0.543905339428939,0.7187372334361877,0.4477167957129173,1.086700137475173,0.0590036901092041,0.6002670086441618,0.7747690034095077,-0.0315909582489392,6.898915997986975,0.5390959071472206,0.9742154052570702,0.0070406226524889,0.1284368267035405,0,Conservador,0.2801051284197062,1.6563302698614026
ADBE,18.276252019386103,0.2556773906220677,0.0010970212340659,0.3115261461333301,0.2337186344893753,-0.6002150006537182,-0.0299099404064144,-0.0456776409814137,0.7269031951100048,0.9688972874557767,0.4605838752505882,1.2567773492579266,0.1415563034716634,0.490271530321204,0.7001939233678082,-0.0696809273837306,8.28378661969696,0.5360415394013439,1.011010465466655,0.0085859726327518,0.229570701345809,0,Conservador,-1.5590951787028888,1.8847590634870246
ADI,3.976441102756892,0.146601668208971,0.0007110333151499,0.2907273968715625,0.2088005166694532,-0.340259948652118,-0.0273443545303263,-0.0410229448205921,0.4443351290860561,0.6186785237810546,0.5265985495136042,1.2446185295479553,0.0450727545298975,0.5258062027680932,0.7251249566578806,-0.0065969645397229,7.741347959713341,0.5238578680203045,1.0081650156134954,0.0079969255034874,0.0217670972057839,0,Conservador,-0.08401807951610633,1.2885852008858298
ADM,1.400132934529744,0.0696896652280274,0.0003961450268816,0.2541094913031473,0.1953284791387962,-0.4542915658164215,-0.0253976148910104,-0.0394211631743317,0.1960908524850863,0.2551012888334563,0.2197455429197344,0.9056152992933314,-0.0113441364196728,0.3826085916924359,0.6185536287925534,-0.400072716178045,4.543452077468172,0.5284056200366524,0.9431122423375576,0.0064068657287844,-0.0587775316043269,1,Alto Rendimiento,0.7721415327290106,-0.11684325594364911
ADP,4.701664219285365,0.143330341945078,0.0006328979985842,0.2251573514166868,0.1799224171939936,-0.3982344827586207,-0.0205700421416848,-0.0338029071048069,0.4862834588980373,0.6085417112041919,0.400493434266209,0.9898052882069268,0.0426307302556551,0.5821518300754948,0.7629887483282403,-0.4283785777722942,13.352965665530686,0.5375687232742822,0.9682652215016568,0.0069415371522861,0.0651030951401272,0,Conservador,0.8361959835930401,1.4590806749479617
AEE,1.5471830985915496,0.0745952951500514,0.0003748797161944,0.2119190300210757,0.1619228495511997,-0.2951648099230504,-0.0192282108316512,-0.0306121630853775,0.2098428275959119,0.2746350413438361,0.3200574231922626,0.6247022943679771,0.0022721730749952,0.2617672298855429,0.5116319281334414,-0.0607942572989681,18.77248839692524,0.5271838729383018,0.9497844836170644,0.0066216887429549,-0.1268557634278816,1,Alto Rendimiento,2.0240683141302176,0.54839453708706
