ticker,return_total,return_annualized,return_mean_daily,volatility_annual,downside_dev_annual,max_drawdown,var_95,cvar_95,sharpe_ratio,sortino_ratio,calmar_ratio,beta,alpha_annual,r_squared,correlation_spy,skewness,kurtosis,positive_return_ratio,gain_loss_ratio,vol_of_vol,momentum_6m
A,2.31655534351145,0.09664255648196174,0.0005407118106602397,0.2942506144006745,0.2335999276886421,-0.45232233710815695,-0.028291153484608395,-0.04365754471112473,0.2931493497883506,0.369261142928746,0.301243969416878,1.1695966444514327,0.007255228441862521,0.47593370354029124,0.6898794847944757,-1.0180215494005453,16.02526681200775,0.5259621258399512,0.970240568104186,0.008284883279007269,0.1651860543077439
AAL,-0.4414634146341464,-0.05631936456357234,0.0002626930827855182,0.5031055464173922,0.33813180291317313,-0.8453907987001882,-0.04497507483452845,-0.0683127888940486,0.03219733309899083,0.04790633925111779,0.07830539078936374,1.4072916716001849,-0.07023600074735666,0.2414442533053089,0.4913697724782314,1.334782283645973,21.301943666535557,0.49506124061635715,1.0317155174539818,0.016031392042015615,-0.2408839779005525
AAP,-0.08115025594700387,-0.006491034810826357,0.00020875450217663308,0.3382214233381777,0.28556202266259223,-0.8005456574759208,-0.027764620629307468,-0.048677542498857716,0.007705409440920404,0.00912633453220363,0.06571284730264601,0.877055561622895,-0.05663738977846781,0.2025634000832654,0.45007043902401034,-1.6556884500810822,34.8485016249466,0.5067196090409285,0.999866337815957,0.010254019253606939,-0.13981677237491197
AAPL,15.597413793103449,0.24130332715835578,0.001017607853049786,0.2831442753399613,0.2039214267160551,-0.4437799043062201,-0.026609084197592486,-0.04038853967342413,0.7290883021409643,1.0123368705927798,0.5778476593469124,1.125072891873808,0.13044053045973739,0.4756141213300603,0.6896478241320423,-0.07067828886377012,5.342494568907162,0.5204642638973732,1.0565865250426112,0.007198953707328267,0.00036371194014339636
ABBV,3.427714285714286,0.14422494326291968,0.0006777715949985232,0.26730513753231533,0.20926892209420772,-0.48884019154289426,-0.02455785368847361,-0.039777413895834925,0.45191215946990226,0.5772402358208132,0.349395252056808,0.7387787640253857,0.06625220735898898,0.22372967905115576,0.4730007178125164,-0.5785000189519256,9.90174917596909,0.5363048166786485,0.9593786712034612,0.007012374925928553,0.14784090067402422
ABT,3.855315394794882,0.12928114042713212,0.0005801544756996676,0.22142343539753376,0.16482392697370934,-0.3624346104905981,-0.020766880662816584,-0.03223220196417652,0.4344568482717513,0.5836466200181039,0.4033801509144469,0.8301797314508701,0.040121781492377384,0.4234538375237602,0.650733307526025,-0.15797819051288814,6.992115426347784,0.5238240684178375,1.0017332577568503,0.006040820206449731,0.026580861779518683
ACN,6.272746113989638,0.16494315509936275,0.0007238425719697263,0.24344002262487466,0.18422355483567246,-0.40741899764094175,-0.023212076977431228,-0.03673560729566802,0.543905339428939,0.7187372334361877,0.4477167957129173,1.086700137475173,0.0590036901092041,0.6002670086441618,0.7747690034095077,-0.03159095824893926,6.898915997986975,0.5390959071472206,0.9742154052570702,0.007040622652488988,0.1284368267035405
ADBE,18.276252019386106,0.25567739062206774,0.0010970212340659677,0.3115261461333301,0.2337186344893753,-0.6002150006537182,-0.02990994040641446,-0.04567764098141373,0.7269031951100048,0.9688972874557767,0.4605838752505882,1.2567773492579266,0.14155630347166348,0.490271530321204,0.7001939233678082,-0.06968092738373062,8.28378661969696,0.5360415394013439,1.011010465466655,0.008585972632751892,0.22957070134580904
ADI,3.976441102756892,0.14660166820897103,0.0007110333151499158,0.2907273968715625,0.20880051666945326,-0.34025994865211806,-0.02734435453032633,-0.04102294482059219,0.44433512908605616,0.6186785237810546,0.5265985495136042,1.2446185295479553,0.045072754529897535,0.5258062027680932,0.7251249566578806,-0.006596964539722909,7.741347959713341,0.5238578680203045,1.0081650156134954,0.007996925503487469,0.02176709720578396
ADM,1.400132934529744,0.06968966522802744,0.0003961450268816897,0.25410949130314736,0.19532847913879625,-0.45429156581642155,-0.025397614891010476,-0.03942116317433179,0.19609085248508634,0.2551012888334563,0.2197455429197344,0.9056152992933314,-0.01134413641967287,0.38260859169243594,0.6185536287925534,-0.400072716178045,4.543452077468172,0.5284056200366524,0.9431122423375576,0.006406865728784424,-0.05877753160432697
ADP,4.701664219285365,0.143330341945078,0.0006328979985842357,0.22515735141668686,0.17992241719399363,-0.3982344827586207,-0.020570042141684824,-0.033802907104806997,0.4862834588980373,0.6085417112041919,0.400493434266209,0.9898052882069267,0.04263073025565513,0.5821518300754948,0.7629887483282403,-0.4283785777722942,13.352965665530686,0.5375687232742822,0.9682652215016567,0.006941537152286148,0.06510309514012724
AEE,1.5471830985915496,0.07459529515005148,0.0003748797161944662,0.21191903002107573,0.1619228495511997,-0.2951648099230504,-0.0192282108316512,-0.030612163085377536,0.2098428275959119,0.2746350413438361,0.3200574231922626,0.6247022943679771,0.0022721730749952485,0.2617672298855429,0.5116319281334414,-0.06079425729896812,18.77248839692524,0.5271838729383018,0.9497844836170644,0.00662168874295497,-0.12685576342788163
AEP,1.2611358574610243,0.0647702215266821,0.0003270829643578145,0.19800689530137225,0.151052846866301,-0.3290520463912585,-0.018616496497407452,-0.029436382976679196,0.16375645387913182,0.21465935724381938,0.25049200551137774,0.541528241665029,-0.004043462488833929,0.22524734657097836,0.47460230358793914,-0.17380129837920924,10.438280476952132,0.5370992366412214,0.9167328372117531,0.005714797968213106,-0.048054383497421416
AES,0.5817584223500412,0.03591268443522533,0.00033096207868481975,0.3091746823245519,0.23234253880472247,-0.5746498120942946,-0.028616061732996145,-0.045285663108071694,0.10803744853050681,0.14376378944816648,0.1451361195518655,1.0658356964848734,-0.038592838769512805,0.3579988786763521,0.5983300750224345,-0.3872565926082135,8.255593394640806,0.5091631032376298,0.9723996681583645,0.008816505822988844,-0.08637873754152825
AFL,1.8957528957528957,0.08525291534175494,0.00046074733476935613,0.2621097995198816,0.20714784839007583,-0.5558094568465459,-0.023115448716695148,-0.03811538552056629,0.2522161646873614,0.31913596436391906,0.2088995193076289,1.0510761743374548,-0.004889975084994641,0.48440749811732237,0.6959938922988638,0.5789939986118151,32.12809650981822,0.5308491142333537,0.9417218753270146,0.009614774269668426,0.17538110842000298
AGG,-0.060310547244840085,-0.004775087603977712,-1.4395529196508856e-05,0.04811902299156517,0.03930920258731865,-0.23372063863579365,-0.0044961842399737825,-0.007125380525080255,-1.1144796802487176,-1.3642523843722232,-0.015521407859804916,0.0024847129583431943,-0.05379551124491791,8.032076539318052e-05,0.008962185302323341,-1.1744706367378301,22.9592636677711,0.515271838729383,0.8976163221178252,0.001663154325344079,0.017114162738266048
AIG,0.36208283071974257,0.02406258651542803,0.00030922072631353224,0.32774328273473624,0.2589686008074767,-0.7205357142857143,-0.030628817652350974,-0.04991594729526356,0.08519968067083318,0.10782628837605372,0.10814678784972905,1.2750086808554366,-0.058200918111626046,0.45589798711141305,0.6752021823953275,-0.3863082608099504,12.187761741125808,0.5177153329260843,0.9645740904399969,0.011195434187812497,0.16931308249913712
AIZ,3.404967320261438,0.12085434071030599,0.0005874723389282654,0.25914295228090745,0.20744505629241483,-0.45671085335542666,-0.022853985342893162,-0.03739412614510646,0.37833569675337164,0.47262167227413354,0.32415045169664747,0.880731428427582,0.038551206897520424,0.34795026707776455,0.5898730940446127,-0.6960175587964651,16.154881416328635,0.5345143555284056,0.9577100310552688,0.007708986198532107,0.33892244119516857
AJG,6.646378782726964,0.16944254496312494,0.0007065476401071826,0.20649091295472327,0.16176987623685593,-0.3748625870282155,-0.018468637679820273,-0.03001598921399271,0.6201241666023686,0.7915565511067408,0.47497406107803547,0.8468276895234617,0.07084831932464125,0.5066373477779949,0.7117846217627878,-0.5224564655881406,14.679766735343097,0.5412339645693341,0.9824938664048329,0.006526439014365465,0.0402442409103525
AKAM,1.4559037144635818,0.07158202957682525,0.0005142956583207185,0.3482178420376968,0.271251392549113,-0.6429938744257274,-0.02868624087593603,-0.04873930961041041,0.2285997335202703,0.2934639529358662,0.2015610273310489,0.9790936294775641,0.01346649377346966,0.23815263999261863,0.48800885237116204,0.5609396134054274,22.77358217223208,0.527794746487477,0.9560432134766659,0.010329395574196222,0.2959921156373193
ALB,1.577698483496878,0.07558044731062097,0.0005972726798456691,0.3925186575172742,0.3012775801217611,-0.6519146843690454,-0.04006885351945082,-0.05965830811325721,0.2560711787736744,0.3336216232236281,0.23087793376948104,1.341373212017017,0.0099053695668187,0.35179336036259745,0.5931217078834642,-0.364850336961125,5.228844209431005,0.5268784361637141,0.9531681952229086,0.010588072817348224,-0.3697984820727559
ALGN,12.618290258449303,0.2225505832661414,0.001222418210267787,0.4648029843571873,0.33579409361365414,-0.7608231039017974,-0.037655153658242145,-0.06254105509591355,0.5551801465826627,0.7684750681897922,0.40488963519599364,1.4961308722990805,0.156988441873272,0.3121119115673961,0.558669769691717,0.9587420040297681,23.73321623982583,0.5134392180818571,1.0725309984373579,0.013914652790219603,-0.20485214312661415
ALK,1.763083451202263,0.0813436946383359,0.000599935449737596,0.38072092014471487,0.2821795817777178,-0.7649640861931364,-0.034123069629741,-0.054170366247167596,0.26576877702284785,0.3585792164564904,0.19763507341402647,1.2364412220996743,0.01766435460170021,0.3177184672252178,0.5636652084573056,-0.18609288830307047,12.042956571214454,0.5097739767868051,1.0234822083660597,0.011166973697536732,-0.2654634329761233
ALL,3.362106575257089,0.12001136792252232,0.00055834575640248,0.23287346034637293,0.18562768788532694,-0.41681930397387906,-0.020240759356834254,-0.03440634272451245,0.3894953528775426,0.4886293184315132,0.3375638538618222,0.8611922957952091,0.0325311413363219,0.4119734884476864,0.6418516093675285,-0.6493571946831103,10.771575812344125,0.5271838729383018,0.9933795233199589,0.007292834131865385,0.26667269930323023
ALLE,1.6132425742574257,0.09974486925959347,0.0005155743061749101,0.26344463757972164,0.19638320869885445,-0.4341252699784018,-0.025054901378021754,-0.03894164846770104,0.3033833821418783,0.4069834976504463,0.29927934202618806,1.0352849828641804,0.015833158769176098,0.4743569208928811,0.6887357409724583,-0.19503203261316582,7.077795445646434,0.5241650294695481,0.9832855710819953,0.007086237249721794,0.06686315789473674
AMAT,10.510653409090908,0.20683528173688637,0.001013207908121516,0.36616699091614224,0.2577590903559093,-0.5544311377245509,-0.03442630467972689,-0.05197605825076163,0.5607506900960534,0.7965903067205434,0.46052318398731923,1.4791223352130631,0.10541634179409032,0.4915399241021694,0.7010990829420399,-0.1073870796831461,4.912366481784403,0.518020769700672,1.0346940179872575,0.00941785726509679,0.11411287550697735
AMCR,-0.13774597495527718,-0.03200938181083146,5.602778980124528e-05,0.30504608861316446,0.2320092325677522,-0.4905821917808219,-0.027303890306122378,-0.04344747287643124,-0.11762483870293992,-0.15465331518480882,0.02878009692659569,0.9206757608353167,-0.11232716839866536,0.42828454035694924,0.6544345195334283,-0.08138373343623687,14.357355737446124,0.5004359197907585,0.9419604323134769,0.009926501463624175,-0.04365079365079361
AMD,53.79925650557621,0.5614875393477474,0.002460995251944446,0.5972429313439714,0.3764264556525134,-0.6544994132542771,-0.053173550640296184,-0.0769449853684599,0.9546714972531346,1.5146937600377801,0.9475498234695287,1.6251808241385282,0.4726276658828523,0.24463812851705952,0.4946090663514565,1.342589999539003,18.70901392385003,0.5068493150684932,1.1331937609256764,0.014564192531818246,0.2727508202383009
AME,5.291110263258298,0.15201815094354854,0.0006838484155069709,0.24743612747072852,0.1890626948018654,-0.4285293540153151,-0.02265263906545999,-0.03513682867983578,0.4943894085241379,0.6470329899611146,0.40214234822662304,1.1320577602129565,0.04586133691668082,0.6305505984855939,0.7940721620140035,-0.2746560508745692,13.839636782043783,0.5329871716554673,0.9816916682638961,0.007677504324998369,0.02537155649524281
AMGN,4.103118355776045,0.13361483610701508,0.0006136472872328056,0.241843236352359,0.16204388636550968,-0.2671774000478812,-0.02237521480123725,-0.033492747363734206,0.43267332161487726,0.6457455367778625,0.5787881623032259,0.7803851514219196,0.05192550424031961,0.31365996738891105,0.5600535397521482,0.2819388970034879,4.819946300877703,0.5106902871105681,1.0701272122045342,0.005784533495750971,0.280031998577841
AMP,5.578281953585035,0.1559816637411764,0.0007955742362457881,0.3327273516424487,0.25219577033363044,-0.5447154471544715,-0.03085702596091004,-0.04795377996988582,0.45227633613857693,0.5966979832170143,0.36805401532349924,1.5579935269141547,0.04524504946458874,0.6604854905521343,0.8127025843149106,0.11731507771265277,17.504061728402906,0.5210751374465485,1.0221849074601361,0.01111364777468475,0.13355019696788828
AMZN,15.678375411635567,0.24176819567539543,0.0010757384380711103,0.33040643458663127,0.23223632410608927,-0.5614514659377178,-0.030412483027227953,-0.046750325668412446,0.6691337191133059,0.9519875378880185,0.48283084619106076,1.1272775195834932,0.14494051925205553,0.35064987601525,0.5921569690675353,0.2970487697507004,6.689318199312128,0.5226023213194869,1.0357885847292327,0.008338672142782553,0.16679465519889414
AON,5.341686641969928,0.1526781475690422,0.0006630409680200455,0.22288724278642244,0.17302265643342696,-0.3872720380743799,-0.019935282765920003,-0.03237997715506244,0.5253163997961393,0.676710936906128,0.4314443272792153,0.846108756586264,0.06001778035626262,0.4339693811590704,0.658763524460083,-0.23468166621362996,15.321266699675004,0.539236641221374,0.9745935717690063,0.0064592474061938,-0.14074817679884266
APA,-0.6971640783254558,-0.08779410166836232,0.00020315639936736095,0.5223416871414673,0.40504607957628014,-0.9698582889705331,-0.043313179237769575,-0.07071062209663301,0.002288564497152985,0.0029513003602589577,0.05278648769906055,1.5013422172545101,-0.10009147464920842,0.24878641855969053,0.49878494219421915,-0.9562051444517838,32.41170249436818,0.49893129770992367,1.013272489754843,0.01786845083680374,0.05343511450381677
APD,2.258360109484708,0.09514977183512285,0.0004757780845855624,0.24032999996517565,0.18303191581703138,-0.30967540330455845,-0.022187395657574282,-0.03529642889426046,0.29083375910493825,0.3818791766646513,0.387166936851122,0.967930358008305,0.004514124084025517,0.4886312514527753,0.6990216387586119,-0.2161939554790257,9.751836711534645,0.5238240684178375,0.9901457651054472,0.006830406043774542,-0.07833170633184094
APH,6.499243570347957,0.16769544935988168,0.0007346076626953721,0.244879876717639,0.183249990827055,-0.3774134790528233,-0.02261711788571639,-0.0355444624605367,0.5517853602770163,0.7373595512305178,0.49049952180781536,1.106281820654463,0.060393785523921995,0.6148006892900099,0.7840922709031188,0.0058564765034495245,9.792890781926612,0.5201588271227856,1.0024837339348016,0.007177733587078178,0.17911512844909616
ARE,0.7387189685914142,0.04348167465674613,0.00029002613376529656,0.24649626502277117,0.1914477457183904,-0.5900165496265152,-0.023704850998543792,-0.03672467519039244,0.09365896763880786,0.12058948838610975,0.1238720943592499,0.9106540889833121,-0.038426458657817825,0.41114516543427726,0.6412060241718548,-0.2872382378459915,11.870841307836468,0.5250458155161881,0.943190624285179,0.007621166682422971,0.0917154667585256
ARKK,1.5696761530912657,0.10864261352277982,0.0006952702764289484,0.3790946647437432,0.27636814509335567,-0.8107037935879423,-0.038395339228736745,-0.05612427841113742,0.3302819092553887,0.4530482687062229,0.21611852694641306,1.4597023338514963,0.03739729399438299,0.48436745982902796,0.6959651283139321,-0.09224424014912837,3.5554640278374086,0.5340563991323211,0.9294207182437315,0.011572224919799754,0.16068262411347511
ATO,2.6981493299298025,0.10587095530458934,0.0004871134003192242,0.21020630469443122,0.15608588492544334,-0.3323380608774985,-0.019403978032619607,-0.030561943783445542,0.3461008316862908,0.46610606023213313,0.369360573857629,0.6455917286157193,0.029144017795806915,0.28414068944044935,0.5330484869507176,0.19078250081399922,13.32797391652425,0.5335980452046426,0.9566883652000133,0.006422954515750137,-0.011935208866155067
AVB,0.6626998223801066,0.039898297686590256,0.00026681910986045435,0.23663658232120016,0.17803367341017176,-0.4691103608541237,-0.021677823075467537,-0.03339678667985989,0.07284763630263986,0.09682671460201185,0.14333176432601366,0.8018002714014099,-0.036921749260989234,0.34584190866313247,0.5880832497726257,-0.24339400615787612,13.015635498567345,0.5268784361637141,0.9396115843810369,0.007625378184958418,-0.017217847769028904
AVGO,7.38063063063063,0.3085793554284817,0.0013030490746525304,0.34290325620700784,0.2522198722541775,-0.48779743746186705,-0.03159405124354414,-0.047754697832504904,0.8117985518469063,1.1036734113159359,0.6731654198944156,1.3113552677998674,0.16952300559313363,0.49574343787793823,0.7040905040390321,-0.34598525023962323,9.156001502438782,0.5308890005022602,1.0319995978175476,0.009269042087359854,0.2737334550433592
AVY,3.7578253706754525,0.12752000721352075,0.0006236998411969434,0.2728885047717366,0.19725467326391277,-0.44398051496172586,-0.024435303351841568,-0.03872072720359708,0.39273314231860496,0.5433197511028837,0.35400733745078666,1.0607652669298393,0.03551957577228304,0.45517362473440887,0.6746655651020058,0.4825123157062499,15.53199208617281,0.5216860109957239,1.0100601789156547,0.007878381196121236,0.16532165091076778
AWK,4.194411648957104,0.13516257695618217,0.0005960809072928316,0.21624952706688802,0.16152383819610133,-0.38843587842846555,-0.019731254828118997,-0.03105286488210683,0.4634109031220999,0.6204185695248813,0.38671090128317465,0.65401221128122,0.056035041107512465,0.2755309387905234,0.5249104102516194,0.14579147900501258,14.487807069769264,0.5360415394013439,0.971326719700404,0.006736767192200447,-0.08321178023199272
AXP,3.3516840882694545,0.11980522608671484,0.0006143687679164134,0.2897559538849881,0.21360688401187297,-0.4963850142408531,-0.02538568169183069,-0.04090662312581517,0.3617559125516448,0.49071887359730354,0.3118968644766839,1.1990999892772576,0.023823883838858168,0.5158875548105546,0.7182531272542811,0.9684381586818815,22.221240927303043,0.5174098961514967,1.0286399926006715,0.010040389845730805,0.0678294573643412
AZO,8.543813671932673,0.1895596891430824,0.0008037751964387177,0.23896574362408823,0.19174109869028907,-0.42142399999999997,-0.01969934780298433,-0.03431964779897311,0.638381665878152,0.7956111159505052,0.48063553452711966,0.6590226144433651,0.1080355582583162,0.22910698454651954,0.47865121387762044,-0.9757744191656035,13.64910363242609,0.5238240684178375,1.0641038665787972,0.006849138060157533,0.04112374571166266
BA,3.025637065637066,0.11311477184026852,0.0006877211155006222,0.3632976321042297,0.2796410072012203,-0.7843720212427943,-0.03115623491063806,-0.0519260598364386,0.3394068945397929,0.44094291584864054,0.22094837196202308,1.3196521828534136,0.03416559177003747,0.39746859220397407,0.6304511021514468,0.22155504506988183,19.47203395853901,0.5192425167990226,1.0133445340359337,0.013309159227746494,0.23582400910297752
BALL,2.3248554913294797,0.09682254128147427,0.000500362796617938,0.2592896527432426,0.18935580772955546,-0.5626595853334695,-0.023450504564455986,-0.03646105199926595,0.2934610924218742,0.4018436279303184,0.22409895438463068,0.8540176373248931,0.01835360095602309,0.3266930096422005,0.5715706514878108,0.08245736852798041,12.718507365697215,0.517557251908397,0.9906513049726858,0.007368601703182324,-0.01708817498291182
BBWI,0.7202072538860103,0.0426093085698267,0.0005723678372643228,0.45569274293359346,0.327731553708594,-0.9085185185185186,-0.039206504840168875,-0.06344464470562544,0.20679876177958387,0.28754233128983636,0.15876032469410728,1.2586641894529091,0.009014829309525269,0.22974864043520352,0.4793210202309132,1.1685562037851474,25.97517115920915,0.5010687022900764,1.0498993532039453,0.015033740814440772,0.1387862796833772
BBY,1.2875511396843953,0.06574265812793656,0.0005680815213544384,0.3974185810259295,0.30227514142333145,-0.6856028961292119,-0.0352725956611845,-0.05759879942912423,0.23440409640846788,0.30818459944363813,0.20880387785634227,1.091761033411563,0.019410050944188004,0.22733580021282576,0.4767974414914847,-0.0871076536037243,14.217729346388385,0.5201588271227856,0.9740895813252809,0.010380868750421914,-0.047340878666179864
BDX,1.9735365853658537,0.08746866964757061,0.00041839172192720546,0.207190602167453,0.15965690021752085,-0.2986263046519135,-0.020281704762791668,-0.03104309361317241,0.2675541909031811,0.3472115132520425,0.35306572891679183,0.659434665548301,0.010891089371044174,0.30514933804283545,0.5524032386244992,-0.3941620395469603,8.52606168422704,0.5329871716554673,0.955060687872742,0.005416133420988498,-0.0690668906536347
BEN,-0.18982866467228732,-0.016067503204403866,0.0001271180997748618,0.31031695335201714,0.2241747468307472,-0.7399728076138682,-0.030782443682536444,-0.04533728792085606,-0.05789641417481401,-0.08014390162465268,0.04329045718120631,1.2830143938347973,-0.1046315514993772,0.5149452327205994,0.7175968455341756,-0.04920074461101702,5.893259664926234,0.5082467929138669,0.9697252496344717,0.008343439079951966,0.10784678319077723
BIIB,3.1980856586632056,0.11671321865060369,0.0007467681528218214,0.4018731073003063,0.27048454276233885,-0.5722464247428324,-0.028767033147843932,-0.04700104416592036,0.34385374885968056,0.5108815945631159,0.32885408518833403,0.9375783672553378,0.07485384361578327,0.1639631514174467,0.40492363652600805,3.4684640402898412,79.5009698000927,0.5048869883934025,1.078120882345277,0.014478353004744334,-0.09343469730941711
BIO,2.0810114503816792,0.09044376014526168,0.0005001888119461545,0.28156876947913784,0.20005364581353594,-0.6737953667486104,-0.024687644338444763,-0.039802678777381674,0.2700852823667487,0.3801359395434993,0.1870710112161674,0.8726524910650285,0.01710147577330201,0.28934946911701825,0.5379121388452005,0.6043825719057819,13.620666948030813,0.515271838729383,1.0176648207440386,0.00786392426080196,-0.14479817777306925
BK,0.7161226508407517,0.042431887558945336,0.0003164563520707062,0.2758870126713024,0.20746561802945643,-0.5294419719274222,-0.027430754989699924,-0.04100602144973553,0.10782312814869313,0.14338279761417824,0.15062462923273862,1.1307701921627489,-0.04663449016532466,0.5060520403431099,0.7113733480691485,-0.1801976269676049,8.212083718258961,0.5186316432498472,0.9625717700917839,0.007684989950168442,0.1548702019081427
